"","vector","type","label","units","parent_vector","aggregation","details"
"6639","v_CA21_6648","Total","56 Administrative and support, waste management and remediation services","Number","v_CA21_6606","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 56 Administrative and support, waste management and remediation services"
"6640","v_CA21_6649","Male","56 Administrative and support, waste management and remediation services","Number","v_CA21_6607","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 56 Administrative and support, waste management and remediation services"
"6641","v_CA21_6650","Female","56 Administrative and support, waste management and remediation services","Number","v_CA21_6608","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 56 Administrative and support, waste management and remediation services"
"6642","v_CA21_6651","Total","61 Educational services","Number","v_CA21_6606","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 61 Educational services"
"6643","v_CA21_6652","Male","61 Educational services","Number","v_CA21_6607","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 61 Educational services"
"6644","v_CA21_6653","Female","61 Educational services","Number","v_CA21_6608","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 61 Educational services"
"6645","v_CA21_6654","Total","62 Health care and social assistance","Number","v_CA21_6606","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 62 Health care and social assistance"
"6646","v_CA21_6655","Male","62 Health care and social assistance","Number","v_CA21_6607","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 62 Health care and social assistance"
"6647","v_CA21_6656","Female","62 Health care and social assistance","Number","v_CA21_6608","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 62 Health care and social assistance"
"6648","v_CA21_6657","Total","71 Arts, entertainment and recreation","Number","v_CA21_6606","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 71 Arts, entertainment and recreation"
"6649","v_CA21_6658","Male","71 Arts, entertainment and recreation","Number","v_CA21_6607","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 71 Arts, entertainment and recreation"
"6650","v_CA21_6659","Female","71 Arts, entertainment and recreation","Number","v_CA21_6608","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 71 Arts, entertainment and recreation"
"6651","v_CA21_6660","Total","72 Accommodation and food services","Number","v_CA21_6606","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 72 Accommodation and food services"
"6652","v_CA21_6661","Male","72 Accommodation and food services","Number","v_CA21_6607","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 72 Accommodation and food services"
"6653","v_CA21_6662","Female","72 Accommodation and food services","Number","v_CA21_6608","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 72 Accommodation and food services"
"6654","v_CA21_6663","Total","81 Other services (except public administration)","Number","v_CA21_6606","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 81 Other services (except public administration)"
"6655","v_CA21_6664","Male","81 Other services (except public administration)","Number","v_CA21_6607","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 81 Other services (except public administration)"
"6656","v_CA21_6665","Female","81 Other services (except public administration)","Number","v_CA21_6608","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 81 Other services (except public administration)"
"6657","v_CA21_6666","Total","91 Public administration","Number","v_CA21_6606","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 91 Public administration"
"6658","v_CA21_6667","Male","91 Public administration","Number","v_CA21_6607","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 91 Public administration"
"6659","v_CA21_6668","Female","91 Public administration","Number","v_CA21_6608","Additive","CA 2021 Census; 25% Data; Work; Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017; All industries; 91 Public administration"
"6660","v_CA21_6669","Total","Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020","Number",NA,"Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020"
"6661","v_CA21_6670","Male","Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020","Number",NA,"Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020"
"6662","v_CA21_6671","Female","Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020","Number",NA,"Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020"
"6663","v_CA21_6672","Total","English","Number","v_CA21_6669","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English"
"6664","v_CA21_6673","Male","English","Number","v_CA21_6670","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English"
"6665","v_CA21_6674","Female","English","Number","v_CA21_6671","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English"
"6666","v_CA21_6675","Total","French","Number","v_CA21_6669","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; French"
"6667","v_CA21_6676","Male","French","Number","v_CA21_6670","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; French"
"6668","v_CA21_6677","Female","French","Number","v_CA21_6671","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; French"
"6669","v_CA21_6678","Total","Non-official language","Number","v_CA21_6669","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Non-official language"
"6670","v_CA21_6679","Male","Non-official language","Number","v_CA21_6670","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Non-official language"
"6671","v_CA21_6680","Female","Non-official language","Number","v_CA21_6671","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Non-official language"
"6672","v_CA21_6681","Total","Indigenous","Number","v_CA21_6678","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Non-official language; Indigenous"
"6673","v_CA21_6682","Male","Indigenous","Number","v_CA21_6679","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Non-official language; Indigenous"
"6674","v_CA21_6683","Female","Indigenous","Number","v_CA21_6680","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Non-official language; Indigenous"
"6675","v_CA21_6684","Total","Non-Indigenous","Number","v_CA21_6678","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Non-official language; Non-Indigenous"
"6676","v_CA21_6685","Male","Non-Indigenous","Number","v_CA21_6679","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Non-official language; Non-Indigenous"
"6677","v_CA21_6686","Female","Non-Indigenous","Number","v_CA21_6680","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Non-official language; Non-Indigenous"
"6678","v_CA21_6687","Total","English and French","Number","v_CA21_6669","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English and French"
"6679","v_CA21_6688","Male","English and French","Number","v_CA21_6670","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English and French"
"6680","v_CA21_6689","Female","English and French","Number","v_CA21_6671","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English and French"
"6681","v_CA21_6690","Total","English and non-official language(s)","Number","v_CA21_6669","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English and non-official language(s)"
"6682","v_CA21_6691","Male","English and non-official language(s)","Number","v_CA21_6670","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English and non-official language(s)"
"6683","v_CA21_6692","Female","English and non-official language(s)","Number","v_CA21_6671","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English and non-official language(s)"
"6684","v_CA21_6693","Total","French and non-official language(s)","Number","v_CA21_6669","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; French and non-official language(s)"
"6685","v_CA21_6694","Male","French and non-official language(s)","Number","v_CA21_6670","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; French and non-official language(s)"
"6686","v_CA21_6695","Female","French and non-official language(s)","Number","v_CA21_6671","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; French and non-official language(s)"
"6687","v_CA21_6696","Total","English, French and non-official language(s)","Number","v_CA21_6669","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English, French and non-official language(s)"
"6688","v_CA21_6697","Male","English, French and non-official language(s)","Number","v_CA21_6670","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English, French and non-official language(s)"
"6689","v_CA21_6698","Female","English, French and non-official language(s)","Number","v_CA21_6671","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; English, French and non-official language(s)"
"6690","v_CA21_6699","Total","Multiple non-official languages","Number","v_CA21_6669","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Multiple non-official languages"
"6691","v_CA21_6700","Male","Multiple non-official languages","Number","v_CA21_6670","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Multiple non-official languages"
"6692","v_CA21_6701","Female","Multiple non-official languages","Number","v_CA21_6671","Additive","CA 2021 Census; 25% Data; Work; Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020; Multiple non-official languages"
"6693","v_CA21_6702","Total","Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census","Number",NA,"Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census"
"6694","v_CA21_6703","Male","Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census","Number",NA,"Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census"
"6695","v_CA21_6704","Female","Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census","Number",NA,"Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census"
"6696","v_CA21_6705","Total","Single responses","Number","v_CA21_6702","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses"
"6697","v_CA21_6706","Male","Single responses","Number","v_CA21_6703","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses"
"6698","v_CA21_6707","Female","Single responses","Number","v_CA21_6704","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses"
"6699","v_CA21_6708","Total","Official languages","Number","v_CA21_6705","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Official languages"
"6700","v_CA21_6709","Male","Official languages","Number","v_CA21_6706","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Official languages"
"6701","v_CA21_6710","Female","Official languages","Number","v_CA21_6707","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Official languages"
"6702","v_CA21_6711","Total","English","Number","v_CA21_6708","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Official languages; English"
"6703","v_CA21_6712","Male","English","Number","v_CA21_6709","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Official languages; English"
"6704","v_CA21_6713","Female","English","Number","v_CA21_6710","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Official languages; English"
"6705","v_CA21_6714","Total","French","Number","v_CA21_6708","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Official languages; French"
"6706","v_CA21_6715","Male","French","Number","v_CA21_6709","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Official languages; French"
"6707","v_CA21_6716","Female","French","Number","v_CA21_6710","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Official languages; French"
"6708","v_CA21_6717","Total","Non-official languages","Number","v_CA21_6705","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages"
"6709","v_CA21_6718","Male","Non-official languages","Number","v_CA21_6706","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages"
"6710","v_CA21_6719","Female","Non-official languages","Number","v_CA21_6707","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages"
"6711","v_CA21_6720","Total","Indigenous languages","Number","v_CA21_6717","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages"
"6712","v_CA21_6721","Male","Indigenous languages","Number","v_CA21_6718","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages"
"6713","v_CA21_6722","Female","Indigenous languages","Number","v_CA21_6719","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages"
"6714","v_CA21_6723","Total","Algonquian languages","Number","v_CA21_6720","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages"
"6715","v_CA21_6724","Male","Algonquian languages","Number","v_CA21_6721","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages"
"6716","v_CA21_6725","Female","Algonquian languages","Number","v_CA21_6722","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages"
"6717","v_CA21_6726","Total","Blackfoot","Number","v_CA21_6723","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Blackfoot"
"6718","v_CA21_6727","Male","Blackfoot","Number","v_CA21_6724","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Blackfoot"
"6719","v_CA21_6728","Female","Blackfoot","Number","v_CA21_6725","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Blackfoot"
"6720","v_CA21_6729","Total","Cree-Innu languages","Number","v_CA21_6723","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages"
"6721","v_CA21_6730","Male","Cree-Innu languages","Number","v_CA21_6724","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages"
"6722","v_CA21_6731","Female","Cree-Innu languages","Number","v_CA21_6725","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages"
"6723","v_CA21_6732","Total","Atikamekw","Number","v_CA21_6729","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Atikamekw"
"6724","v_CA21_6733","Male","Atikamekw","Number","v_CA21_6730","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Atikamekw"
"6725","v_CA21_6734","Female","Atikamekw","Number","v_CA21_6731","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Atikamekw"
"6726","v_CA21_6735","Total","Cree languages","Number","v_CA21_6729","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages"
"6727","v_CA21_6736","Male","Cree languages","Number","v_CA21_6730","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages"
"6728","v_CA21_6737","Female","Cree languages","Number","v_CA21_6731","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages"
"6729","v_CA21_6738","Total","Ililimowin (Moose Cree)","Number","v_CA21_6735","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Ililimowin (Moose Cree)"
"6730","v_CA21_6739","Male","Ililimowin (Moose Cree)","Number","v_CA21_6736","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Ililimowin (Moose Cree)"
"6731","v_CA21_6740","Female","Ililimowin (Moose Cree)","Number","v_CA21_6737","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Ililimowin (Moose Cree)"
"6732","v_CA21_6741","Total","Inu Ayimun (Southern East Cree)","Number","v_CA21_6735","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Inu Ayimun (Southern East Cree)"
"6733","v_CA21_6742","Male","Inu Ayimun (Southern East Cree)","Number","v_CA21_6736","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Inu Ayimun (Southern East Cree)"
"6734","v_CA21_6743","Female","Inu Ayimun (Southern East Cree)","Number","v_CA21_6737","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Inu Ayimun (Southern East Cree)"
"6735","v_CA21_6744","Total","Iyiyiw-Ayimiwin (Northern East Cree)","Number","v_CA21_6735","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Iyiyiw-Ayimiwin (Northern East Cree)"
"6736","v_CA21_6745","Male","Iyiyiw-Ayimiwin (Northern East Cree)","Number","v_CA21_6736","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Iyiyiw-Ayimiwin (Northern East Cree)"
"6737","v_CA21_6746","Female","Iyiyiw-Ayimiwin (Northern East Cree)","Number","v_CA21_6737","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Iyiyiw-Ayimiwin (Northern East Cree)"
"6738","v_CA21_6747","Total","Nehinawewin (Swampy Cree)","Number","v_CA21_6735","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehinawewin (Swampy Cree)"
"6739","v_CA21_6748","Male","Nehinawewin (Swampy Cree)","Number","v_CA21_6736","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehinawewin (Swampy Cree)"
"6740","v_CA21_6749","Female","Nehinawewin (Swampy Cree)","Number","v_CA21_6737","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehinawewin (Swampy Cree)"
"6741","v_CA21_6750","Total","Nehiyawewin (Plains Cree)","Number","v_CA21_6735","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehiyawewin (Plains Cree)"
"6742","v_CA21_6751","Male","Nehiyawewin (Plains Cree)","Number","v_CA21_6736","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehiyawewin (Plains Cree)"
"6743","v_CA21_6752","Female","Nehiyawewin (Plains Cree)","Number","v_CA21_6737","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nehiyawewin (Plains Cree)"
"6744","v_CA21_6753","Total","Nihithawiwin (Woods Cree)","Number","v_CA21_6735","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nihithawiwin (Woods Cree)"
"6745","v_CA21_6754","Male","Nihithawiwin (Woods Cree)","Number","v_CA21_6736","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nihithawiwin (Woods Cree)"
"6746","v_CA21_6755","Female","Nihithawiwin (Woods Cree)","Number","v_CA21_6737","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Nihithawiwin (Woods Cree)"
"6747","v_CA21_6756","Total","Cree, n.o.s.","Number","v_CA21_6735","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Cree, n.o.s."
"6748","v_CA21_6757","Male","Cree, n.o.s.","Number","v_CA21_6736","Additive","CA 2021 Census; 25% Data; Work; Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census; Single responses; Non-official languages; Indigenous languages; Algonquian languages; Cree-Innu languages; Cree languages; Cree, n.o.s."
